0 0,0,18;56.486129692965534,24.247659058974023,35;110.8525464860091,47.41007612234939,52;163.13881873031897,69.51884180619382,68;213.38451477708358,90.60554672657508,85;261.6292029774911,110.7017814995609,102;307.91245168273,129.839136741219,119;352.27382924398864,148.04920306761724,135;394.7529040124554,165.36357109482324,151;435.3892443393184,181.81383143890474,168;474.2224185757663,197.43157471592966,185;511.29199507298716,212.24839154196553,202;546.6375421821696,226.29587253308023,218;580.2986282545016,239.60560830534143,235;612.3148216411719,252.20918947481695,252;642.7256906933684,264.1382066575745,269;671.5708037622798,275.4242504696818,285;698.8897291990944,286.09891152720667,302;724.7220353550003,296.1937804462167,318;749.1072905811861,305.74044784277976,335;772.0850632288403,314.7705043329637,352;793.694921649151,323.3155405328361,369;813.9764341933062,331.40714705846466,385;832.9691692124945,339.07691452591723,401;850.712695057905,346.3564335512617,419;867.2465800807247,353.27729475056543,435;882.610392632143,359.87108873989655,452;896.8437010633478,366.1694061353226,468;909.9860737255274,372.20383755291147,485;922.0770789698703,378.00597360873064,501;933.1562851475646,383.6074049188482,518;943.2632606097993,389.0397220993316,535;952.4375737077618,394.3345157662487,552;960.7187927926411,399.52337653566735,569;968.1464862156254,404.6378950236552,585;974.7602223279027,409.7096618462799,601;980.599569480662,414.7702676196094,619;985.7040960250913,419.85130295971135,635;990.1133703123787,424.98435848265336,652;993.8669606937129,430.2010248045034,668;997.004435520282,435.5328925413291,685;999.5653631432747,441.01155230919824,701;1001.5893119138789,446.6685947241785,718;1003.1158501832832,452.5356104023378,736;1004.1845463026758,458.64418995974364,752;1004.8349686232451,465.0259240124639,769;1005.1066854961796,471.71240317656634,786;1005.0392652726675,478.7352180681187,802;1004.6722763038972,486.1259593031887,820;1004.0452869410569,493.916217497844,835;1003.1978655353349,502.1375832681525,852;1002.1695804379199,510.82164723018195,869;1001,520,886 1001,520 0
1 0,0,27;11.707056604075792,0,43;24.284400209007895,0,59;37.783954683511666,0,76;52.25764389630245,0,93;67.75739171609558,0,110;84.33512201160637,0,126;102.04275865155023,0,143;120.93222550464245,0,160;141.0554464395984,0,176;162.4643453251334,4.546174745374248,193;185.2108460299628,12.825140304117571,210;209.34687242280185,22.605696564114005,227;234.92434837236607,33.90758901503116,243;261.99519774737064,46.75056314653655,260;290.6113444165311,61.154364448297784,276;320.8247122485626,77.13873840998237,293;352.6872251121805,94.72343052125794,310;386.2508068761002,113.92818627179203,328;421.5673814090371,134.77275115125215,343;458.6888725797064,157.2768706493059,361;497.66720425682354,181.46029025562086,376;538.5543003091041,207.34275545986466,394;581.4020846052628,234.94401175170466,411;626.2624810140153,264.28380462080855,426;673.187413404077,295.38187955684384,444;722.2288056441636,328.25798204947836,460;773.4385816029896,362.9318575883793,477;826.868665149271,399.42325166321433,494;882.5709801517229,437.75190976365104,511;940.597450479061,477.93757737935715,526;1001,520,544 1001,520 0
2 0,0,30;5.808761774278093,12.95728634117253,47;13.306536779755188,26.422070537396305,63;22.424014848220427,40.35611028308476,80;33.09188581146298,54.7211632726514,97;45.24083950127198,69.4789872005096,114;58.80156574943655,84.59133976107282,130;73.70475438774591,100.01997864875456,147;89.88109524798912,115.7266615579682,163;107.2612781619554,131.67314618312727,181;125.7759929614339,147.82119021864523,198;145.35592947821365,164.13255135893533,214;165.93177754408396,180.56898729841126,231;187.43422699083393,197.09225573148638,247;209.79396765025265,213.6641143525741,264;232.94168935412927,230.24632085608783,281;256.80808193425304,246.80063293644116,298;281.323835222413,263.2888082880475,315;306.4196390503984,279.67260460532026,330;332.02618324999827,295.9137795826729,347;358.0741576530019,311.97409091451885,364;384.49425209119823,327.81529629527154,382;411.2171563963767,343.3991534193445,397;438.1735604003262,358.68741998115115,414;465.29415393483595,373.64185367510476,431;492.50962683169524,388.2242121956191,448;519.7506689226931,402.39625323710743,464;546.9479700396186,416.1197344939832,481;574.0322200142609,429.3564136606599,498;600.9341086784093,442.068048431551,514;627.5843258638529,454.2163965010698,531;653.913561402381,465.76321556363,548;679.8525051257823,476.6702633136449,563;705.3318468658463,486.8992974455279,581;730.2822764543621,496.4120756536926,597;754.6344837231186,505.1703556325521,615;778.3191585039054,513.1358950765205,631;801.2669906285114,520.2704516800106,646;823.4086699287257,526.5357831374362,665;844.6748862363376,531.8936471432105,680;864.9963293831362,536.3058013917473,698;884.3036892009102,539.7340035774597,714;902.5276555214496,542.1400113947614,731;919.5989181765428,543.4855825380657,748;935.4481669979796,543.7324747017861,764;950.0060918175486,542.8424455803362,781;963.2033824670392,540.7772528681292,797;974.9707287782404,537.4986542595786,814;985.2388205829416,532.9684074490979,830;993.9383477129317,527.1482701311005,847;1001,520,864 1001,520 0
3 0,0,31;26.26605953279279,11.68717065180915,48;52.378656760502146,23.360303334177765,64;78.32887316191916,35.014689988401436,81;104.10779021583492,46.64562255577578,98;129.70648940104059,58.24839297759641,114;155.1160521963272,69.81829319515893,131;180.32756008048594,81.35061514975897,148;205.33209453230782,92.84065078269208,164;230.1207370305841,104.28369203525395,181;254.6845690541057,115.6750308487401,197;279.01467208166383,127.00995916444619,214;303.10212759204956,138.28376892366782,231;326.93801706405407,149.49175206770062,248;350.5134219764683,160.62920053784012,264;373.8194238080836,171.6914062753821,281;396.84710403769094,182.67366122162193,297;419.5875441440814,193.57125731785538,314;442.03182560604614,204.37948650537808,331;464.1710299023762,215.0936407254855,349;485.9962385118627,225.7090119194733,364;507.4985329132968,236.2208920286372,382;528.6689945854696,246.62457299427268,398;549.4987050071721,256.91534675767537,414;569.9787456571955,267.08850526014083,432;590.100198014331,277.1393404429648,449;609.8541435573696,287.06314424744284,465;629.2316637651024,296.85520861487055,482;648.2238401163205,306.51082548654347,498;666.8217540898148,316.0252868037573,515;685.0164871643773,325.39388450780774,533;702.7991208187979,334.6119105399901,548;720.1607365318683,343.6746568416002,565;737.0924157823796,352.5774153539336,582;753.5852400491228,361.31547801828594,597;769.6302908108893,369.88413677595287,616;785.2186495464697,378.2786835682298,631;800.3413977346554,386.4944103364125,648;814.9896168542375,394.52660902179656,665;829.1543883840073,402.37057156567766,681;842.8267938027554,410.02158990935123,698;855.9979145892733,417.474955994113,715;868.6588322223521,424.7259617612586,731;880.8006281807828,431.7698991520835,748;892.4143839433566,438.6020601078835,765;903.4911809888644,445.217736569954,782;914.0221007960973,451.61222047959075,798;923.9982248438467,457.78080377808936,816;933.4106346109035,463.71877840674534,831;942.2504115760589,469.42143630685445,848;950.5086372181038,474.884069419712,865;958.1763930158296,480.10196968661404,881;965.2447604480274,485.07042904885583,898;971.7048209934878,489.78473944773305,915;977.5476561310026,494.2401928245414,931;982.7643473393625,498.4320811205765,948;987.3459760973586,502.3556962771338,964;991.2836238837822,506.00633023550904,982;994.5683721774242,509.3792749369977,998;997.1913024570761,512.4698223228957,1016;999.1434962015285,515.2732643344982,1031;1000.4160348895729,517.7848929131012,1048;1001,520,1065 1001,520 0
4 0,0,31;37.75026577660545,21.33921611770642,47;75.60879984493437,42.44554205063656,64;113.60777195441652,63.354618364093454,80;151.77935185448163,84.1020856233801,98;190.1557092945594,104.72358439379953,114;228.76901402407958,125.2547552406547,131;267.651435792472,145.73123872924867,147;306.83514434916634,166.1886754248845,164;346.35230944359216,186.66270589286506,181;386.2351008251795,207.1889706984935,197;426.5156882433579,227.80311040707278,214;467.2262414475572,248.54076558390585,230;508.39893018720704,269.4375767942958,247;550.0659242117373,290.52918460354573,264;592.2593932705774,311.8512295769584,281;635.0115071131577,333.4393522798371,298;678.3544354889073,355.32919327748465,316;722.3203481472561,377.5563931352041,331;766.941414837634,400.1565924182985,348;812.249805309471,423.1654316920709,365;858.277689312196,446.6185515218242,381;905.0572365952394,470.55159247286144,398;952.620616908031,495.00019511048583,415;1001,520,431 1001,520 0
5 0,0,32;4.854905769576722,0,49;9.948281667919316,0,65;15.280447528785972,0,82;20.851723185934866,0,99;26.6624284731242,0,115;32.712883224112154,0,132;39.00340727265692,0,149;45.53432045251667,0,166;52.305942597449594,0,182;59.3185935412139,0,198;66.57259311756775,0,215;74.06826116026934,0,232;81.80591750307686,0.5525833819323163,248;89.7858819797485,1.2501069174554527,265;98.00847442404245,2.0774209802124393,283;106.47401466971687,3.041768900749238,299;115.18282255052993,4.15039400961181,316;124.13521790023991,5.410539637346113,333;133.33152055260493,6.829449114498108,349;142.77205034138314,8.414365771613753,367;152.45712710033283,10.172532939239016,382;162.38707066321209,12.111193947919844,399;172.56220086377917,14.237592128202213,415;182.9828375357922,16.55897081063208,432;193.6493005130094,19.08257332575539,449;204.56190962918902,21.815643004118126,465;215.72098471808914,24.765423176266232,483;227.126845613468,27.939157172745674,499;238.77981214908368,31.3440883241024,516;250.68020415869455,34.987459960882404,532;262.82834147605877,38.87651541363161,548;275.2245439349344,43.018498012895996,565;287.86913136907964,47.42065108922152,582;300.76242361225286,52.09021797315415,598;313.904740498212,57.03444199523982,615;327.2964018607154,62.26056648602453,632;340.93772753352124,67.77583477605421,648;354.8290373503877,73.58749019587482,665;368.9706511450729,79.70277607603235,682;383.36288875133494,86.1289357470727,699;398.0060700029324,92.87321253954192,715;412.900514733623,99.94284978398589,731;428.0465427771653,107.34509081095062,749;443.4444739673171,115.087178950982,765;459.09462813783705,123.17635753462612,782;474.99732512248283,131.61986989242877,798;491.15288475501313,140.4249593549361,815;507.5616268691857,149.5988692526939,832;524.2238712987591,159.14884291624824,849;541.1399378774911,169.082123676145,866;558.3101464391405,179.4059548629303,882;575.7348168174649,190.12757980714986,899;593.4142688462226,201.2542418393498,916;611.348822359172,212.79318429007603,932;629.5387971900711,224.75165048987458,948;647.9845131726782,237.1368837692913,965;666.6862901407516,249.9561274588723,982;685.644447928049,263.2166248891632,999;704.8593063683292,276.9256193907105,1016;724.33118529535,291.0903542940597,1032;744.0604045428697,305.718072929757,1048;764.0472839446464,320.81601862834816,1065;784.2921433344386,336.3914347203795,1081;804.795302546004,352.4515645363965,1099;825.5570814131012,369.00365140694555,1115;846.5777997694881,386.0549386625724,1132;867.8577774489231,403.612669633823,1148;889.3973342851644,421.6840876512434,1166;911.1967901119701,440.27643604537946,1182;933.256464763098,459.3969581467771,1199;955.5766780723071,479.05289728598257,1215;978.157749873355,499.25149679354143,1232;1001,520,1248 1001,520 0
6 0,0,32;0,6.80725339719614,49;0,13.778969073209558,65;0,20.908533745005315,81;0,28.189334129548477,99;0,35.6147569438041,115;0,43.178188904737254,132;2.528997848941852,50.873016729313,148;5.870137370900533,58.692627134496384,166;9.904369928631064,66.6304068372525,182;14.614405357810137,74.67974255454638,199;19.982953494114444,82.83402100334312,215;25.992724173220708,91.08662890060774,232;32.626427230805604,99.43095296330533,248;39.86677250254586,107.86037990840097,266;47.69646982411814,116.36829645285971,282;56.09822903119915,124.94808931364653,298;65.05475995946561,133.59314520772662,315;74.54877244459423,142.29685085206498,331;84.56297632226169,151.0525929636267,349;95.08008142814468,159.85375825937678,365;106.08279759791988,168.6937334562803,382;117.55383466726403,177.56590527130243,398;129.47590247185386,186.46366042140812,415;141.83171084736597,195.38038562356246,432;154.6039696294771,204.30946759473045,449;167.77538865386404,213.24429305187732,466;181.32867775620343,222.17824871196805,482;195.24654677217183,231.10472129196756,499;209.51170553744618,240.01709750884112,515;224.10686388770299,248.9087640795537,532;239.01473165861904,257.77310772107035,549;254.21801868587107,266.60351515035615,565;269.6994348051357,275.3933730843762,582;285.44168985208967,284.1360682400955,598;301.4274936624097,292.82498733447915,615;317.6395560717724,301.45351708449215,632;334.06058691585446,310.0150442070996,649;350.67329603033284,318.5029554192667,665;367.4603932508839,326.91063743795837,682;384.40458841318457,335.23147698013963,698;401.48859135291144,343.45886076277566,715;418.6951119057411,351.58617550283145,733;436.0068599073507,359.606807917272,749;453.4065451934162,367.51414472306254,765;470.87687759961517,375.3015726371681,782;488.40056696162355,382.9624783765536,799;505.9603231151185,390.4902486581841,815;523.5388558957765,397.8782701990249,832;541.1188751392745,405.1199297160409,848;558.6830906812886,412.20861392619713,865;576.2142123574964,419.1377095464588,882;593.6949500035737,425.9006032937907,898;611.1080134551979,432.49068188515815,915;628.4361125480453,438.90133203752623,932;645.6619571177928,445.1259404678597,949;662.7682570001168,451.15789389312397,965;679.7377220306946,456.9905790302839,982;696.5530620452023,462.61738259630465,999;713.1969868793169,468.03169130815127,1015;729.6522063687148,473.22689188278866,1032;745.901430349073,478.1963710371821,1048;761.9273686560681,482.93351548829656,1065;777.7127311253771,487.4317119530972,1083;793.240227592676,491.6843471485488,1098;808.4925678936422,495.6848077916168,1117;823.452461863952,499.42648059926603,1134;838.1026193392822,502.9027522884616,1150;852.4257501553093,506.1070095761685,1165;866.4045641477107,509.0326391793519,1181;880.0217711521624,511.67302781497693,1199;893.2600810043411,514.0215622000084,1215;906.1022035399241,516.0716290514117,1232;918.5308485945872,517.8166150861514,1248;930.5287260040079,519.2499070211932,1265;942.0785456038626,520.3648915735017,1282;953.163017229828,521.1549554600421,1299;963.7648507175809,521.6134853977795,1315;973.8667559027976,521.7338681036789,1332;983.4514426211554,521.5094902947054,1348;992.5016207083306,520.9337386878242,1365;1001,520,1382 1001,520 0
7 0,0,31;4.4957580834604665,12.60372984794771,47;9.34286014498296,24.92107440330665,65;14.553197793028472,36.96256219212677,82;20.138662636057987,48.738721740458004,98;26.111146282532495,60.26008157435032,115;32.48254034091298,71.53717021985366,131;39.26473641966045,82.58051620301796,148;46.46962612723586,93.40064804989319,164;54.10910107210022,104.00809428652929,182;62.19505286271454,114.41338343897621,198;70.73937310753976,124.62704403328388,214;79.75395341503692,134.6596045955023,231;89.25068539366696,144.52159365168134,247;99.2414606518909,154.223539727871,265;109.7381707981697,163.77597135012124,281;120.7527074409644,173.18941704448196,298;132.29696218873596,182.4744053370032,315;144.38282664994534,191.64146475373477,331;157.02219243305356,200.70112382072674,348;170.22695114652163,209.663911064029,364;184.00899439881047,218.5403550096915,381;198.38021379838113,227.34098418376425,398;213.35250095369463,236.07632711229715,414;228.93774747321186,244.75691232134014,431;245.14784496539386,253.39326833694315,447;261.9946850387016,261.9959236851562,465;279.4901593015961,270.57540689202915,481;297.64615936253836,279.142246483612,498;316.4745768299893,287.70697098595474,514;335.98730331240995,296.28010892510724,531;356.19623041826134,304.8721888271195,548;377.1132497560044,313.4937392180414,565;398.75025293410016,322.155288623923,582;421.11913156100957,330.8673655708142,597;444.2317772451936,339.6404985847648,614;468.1000815951133,348.48521619182503,631;492.73593621922964,357.41204691804467,648;518.1512327260036,366.43151928947367,665;544.3578627238962,375.5541618321621,682;571.3677178213684,384.79050307215965,698;599.1926896268812,394.1510715355165,714;627.8446697488955,403.64639574828254,731;657.3355497958726,413.28700423650776,748;687.6772213762729,423.08342552624197,766;718.8815760985578,433.04618814353523,781;750.9605055711885,443.1858206144375,798;783.9259014026255,453.5128514649986,815;817.78965520133,464.0378092212686,832;852.563658575763,474.7712224092974,848;888.2598031343856,485.72361955513503,865;924.8899804856586,496.9055291848314,880;962.4660822380431,508.3274798244364,898;1001,520,914 1001,520 0
8 0,0,32;11.863285544658767,5.307335835098605,48;23.53970281986007,10.341891573543858,65;35.0389372517655,15.11699617049532,81;46.370674266536675,19.645978581112555,98;57.544599290335206,23.942167760555122,117;68.57039774932268,28.018892663982573,132;79.45775506966069,31.889482246554483,149;90.21635667751089,35.56726546343041,165;100.85588799903483,39.06557126976992,182;111.38603446039419,42.39772862073257,200;121.81648148775045,45.5770664714779,215;132.15691450726533,48.61691377716551,232;142.41701894510038,51.53059949295494,249;152.6064802274172,54.33145257400573,266;162.7349837803775,57.03280197547751,282;172.81221503014274,59.64797665252977,300;182.84785940287458,62.19030556032211,315;192.8516023247346,64.67311765401408,331;202.8331292218844,67.10974188876521,349;212.80212552048576,69.51350721973513,365;222.76827664670012,71.89774260208335,382;232.741268026689,74.27577699096945,398;242.7307850866142,76.66093934155299,415;252.74651325263721,79.06655860899352,432;262.7981379509197,81.50596374845061,448;272.8953446076232,83.99248371508384,466;283.04781864890924,86.5394474640527,482;293.2652455009398,89.16018395051685,499;303.557310589876,91.8680221296358,516;313.93369934187973,94.67629095656912,533;324.40409718311264,97.59831938647636,549;334.97818953973615,100.6474363745171,565;345.66566183791184,103.83697087585087,582;356.4761995038016,107.18025184563729,598;367.41948796356655,110.69060823903581,615;378.50521264336896,114.38136901120615,631;389.7430589693699,118.26586311730773,648;401.14271236773106,122.35741951250017,666;412.71385826461426,126.66936715194304,681;424.466182086181,131.2150349907959,699;436.40936925859285,136.00775198421832,716;448.55310520801135,141.06084708736984,732;460.9070753605982,146.38764925541,750;473.48096514251506,152.0014874434984,765;486.2844599799233,157.91569060679456,782;499.32724529898485,164.1435877004581,799;512.6190065258611,170.69850767964851,815;526.1694290867138,177.59377949952545,833;539.9881984077043,184.84273211524842,848;554.0849999149943,192.45869448197695,865;568.4695190347456,200.4549955548706,882;583.1514411931198,208.8449642890891,898;598.1404518162783,217.64192963979175,915;613.4462363303826,226.85922056213826,932;629.0784801615946,236.51016601128816,948;645.0468687360759,246.60809494240115,964;661.361087479988,257.16633631063655,982;678.0308218194924,268.198219071154,998;695.0657571807508,279.7170721791132,1015;712.475578989925,291.7362245896736,1032;730.2699726731762,304.2690052579947,1049;748.4586236566663,317.32874313923617,1065;767.0512173665568,330.9287671885575,1082;786.0574392290096,345.0824063611184,1099;805.4869746701856,359.80298961207825,1115;825.3495091162471,375.1038458965966,1132;845.6547279933552,390.99830416983303,1148;866.4123167276722,407.49969338694746,1165;887.6319607453589,424.62134250309896,1182;909.3233454725774,442.37658047344723,1198;931.4961563354891,460.77873625315186,1215;954.1600787602558,479.8411387973727,1232;977.3247981730389,499.5771170612689,1248;1001,520,1265 1001,520 0
9 0,0,30;17.901308842788676,2.374319119638421,48;35.44987785099176,4.935542149127776,64;52.667441423326444,7.688681476491886,81;69.57573395850996,10.638749489754574,97;86.19648985525944,13.790758576939654,113;102.55144351229215,17.149721126070947,130;118.66232932832527,20.72064952517228,147;134.55088170207597,24.508556162267475,164;150.23883503226153,28.51845342538034,180;165.74792371759904,32.755353702534705,197;181.09988215680568,37.22426938175438,214;196.3164447485988,41.930212851063196,230;211.41934589169549,46.87819649848497,247;226.43031998481294,52.07323271204352,263;241.37110142666847,57.520333879762674,281;256.2634246159791,63.22451238966623,297;271.12902395146216,69.19078062977806,314;285.98963383183485,75.42415098812194,330;300.8669886558142,81.92963585272166,347;315.7828228221176,88.7122476116011,363;330.7588707294622,95.77699865278407,381;345.8168667765651,103.12890136429436,397;360.9785453621437,110.77296813415583,414;376.265640884915,118.71421135039228,431;391.69988774359626,126.95764340102752,447;407.30302033690475,135.50827667408538,464;423.09677306355763,144.3711235575897,480;439.102880322272,153.55119643956425,497;455.3430765117653,163.05350770803295,514;471.8390960307544,172.8830697510195,530;488.61267327795656,183.04489495654772,547;505.68554265208934,193.54399571264156,563;523.0794385518695,204.38538440732475,581;540.8160953760146,215.57407342862115,597;558.9172475232415,227.11507516455447,614;577.4046293922677,239.01340200314868,630;596.2999753818101,251.27406633242754,647;615.6250198905861,263.9020805404148,663;635.4014973173129,276.90245701513436,680;655.6511420607076,290.28020814461,697;676.3956885194875,304.0403463168657,714;697.6568710923698,318.18788391992507,731;719.4564241780715,332.72783334181196,747;741.8160821753099,347.66520697055023,763;764.7575794828026,363.0050171941638,781;788.3026504992662,378.75227640067635,797;812.4730296234181,394.9119969781117,814;837.2904512539757,411.4891913144937,831;862.776649789656,428.4888717978463,848;888.9533596291759,445.91605081619315,864;915.8423151712532,463.7757407575581,881;943.4652508146048,482.072954009965,897;971.8439009579482,500.8127029614378,914;1001,520,930 1001,520 0
